feature_id;pim_attribute_code;ignore_flag;feature_type;feature_name;feature_description;feature_unit
30791;icecat_30791;0;numerical;"Riboflavin (vitamin B2) content";;mg/kg
18517;icecat_18517;0;;"Real-time image adjustment display";;
26959;icecat_26959;0;dropdown;"Lance handle material";;
16723;icecat_16723;0;;"BD-RE Triple Layer write speed";;x
25535;icecat_25535;0;;"Dimensions (WxHxD) (without handle)";;mm
15950;icecat_15950;0;;"IR repeat (in/out)";;
26527;icecat_26527;0;y_n;"RS‐232/422 port";;
19769;icecat_19769;0;;"Measurement period";;s
30232;icecat_30232;0;y_n;"Bedding washing program";;
31088;icecat_31088;0;numerical;"Stroller wheel size";;""""
8474;icecat_8474;0;dropdown;"Satellite speaker type";"Satellite speaker number of ways.";
11239;icecat_11239;0;dropdown;"Paint type";;
9125;icecat_9125;0;dropdown;"EAX versions";;
24275;icecat_24275;0;;"Bluetooth feature & device";;
10634;icecat_10634;0;numerical;"Heating capacity (max)";;BTU/h
30366;icecat_30366;0;numerical;"Closest focusing distance (wide)";;m
15336;icecat_15336;0;y_n;Rhinestones;;
22442;icecat_22442;0;y_n;"Air drying";;
26792;icecat_26792;0;y_n;"Workout tracking";;
18737;icecat_18737;0;text;"Chromaticity coordinate Y";;
21819;icecat_21819;0;numerical;"Fan deactivation";;°C
29233;icecat_29233;0;numerical;"Maximum Number of VPN connections supported";;
15561;icecat_15561;0;numerical;"Ink volume";;ml
3729;icecat_3729;0;y_n;"Electronic shutter";;
9840;icecat_9840;0;y_n;"Auto volume leveler";;
15707;icecat_15707;0;;"TCO certified";;
7987;icecat_7987;0;multi_dropdown;"Mac operating systems supported";"Mac operating systems e.g. OS X can be used with the device.";
10776;icecat_10776;0;numerical;"Water tap size";;""""
17954;icecat_17954;0;y_n;"Lid opening during preparation";;
29390;icecat_29390;0;y_n;"Depth marker";;
3249;icecat_3249;0;y_n;"Multicast support";;
9219;icecat_9219;0;numerical;"Surround modes quantity";;
19096;icecat_19096;0;;"To wake up with light";;
9127;icecat_9127;0;multi_dropdown;"Bowls included";;
11244;icecat_11244;0;numerical;"Number of felt pens";;
17015;icecat_17015;0;y_n;Mousseur;;
29866;icecat_29866;0;numerical;"Number of glass door panels (main oven)";;
11452;icecat_11452;0;numerical;"Equivalent Isotropically Radiated Power (EIRP)";;dBmW
10308;icecat_10308;0;dropdown;"Vertical segment";;
6391;icecat_6391;0;y_n;Widescreen;"Widescreen images are a variety of aspect ratios used in film, television and computer screens. In film, a widescreen film is any film image with a width-to-height aspect ratio greater than the standard 1.37:1 Academy aspect ratio provided by 35mm film. For television, the original screen ratio for broadcasts was 4:3. In the 2000s, 16:9 TV displays came into wide use. They are typically used in conjunction with high-definition television (HDTV) receivers, or Standard-Definition (SD) DVD players and other digital television sources.";
27260;icecat_27260;0;numerical;"Ski length (min)";;mm
25167;icecat_25167;0;y_n;"Removable ice pack";;
15711;icecat_15711;0;;"Thermal sensor";;
27551;icecat_27551;0;dropdown;"Load classification";;
7804;icecat_7804;0;numerical;"Thunderbolt ports quantity";"The number of ports (sockets) for Thunderbolt connections. Thunderbolt is a hardware interface that allows for the connection of external peripherals to a computer. It uses the same connector as Mini DisplayPort (MDP). It was released in 2011 and is used in Apple's 2011 MacBook Pro, as well as other devices.";
6941;icecat_6941;0;y_n;"Over power protection";;
26845;icecat_26845;0;y_n;"Snowflakes size adjustment";;
28866;icecat_28866;0;text;"Shaft type";;
18399;icecat_18399;0;numerical;"Heating capacity in watts (nominal) (Warmer heating season)";;W
30680;icecat_30680;0;numerical;"Observe distance (wide)";;m
12062;icecat_12062;0;numerical;"Measurement accuracy";;%
23842;icecat_23842;0;dropdown;"Protection grade of UVA (PA)";;
28734;icecat_28734;0;numerical;"Lumen maintenance factor (10000 h)";;%
30952;icecat_30952;0;numerical;"Number of cells";;
25040;icecat_25040;0;range;"Solar panel voltage";;V
15047;icecat_15047;0;;"ADF capacity";;
3848;icecat_3848;0;y_n;"Cut sheets";;
12051;icecat_12051;0;;"Mosaic copy";;
4949;icecat_4949;0;y_n;"Batteries included";;
8260;icecat_8260;0;numerical;"Maximum spin speed";"The quickest that the washing machine or dryer can spin.";RPM
17477;icecat_17477;0;;"Number of digital consoles";;
4397;icecat_4397;0;text;"Motor housing";;
29893;icecat_29893;0;text;"Gas conversion kit";;
2402;icecat_2402;0;text;"Output power (DIN)";;
8256;icecat_8256;0;y_n;"Removable blade";"The blade can be taken out of the device.";
24964;icecat_24964;0;numerical;"Minimum chest size";;mm
28046;icecat_28046;0;text;"Adhesion (steel)";;
10278;icecat_10278;0;numerical;Tcase;;°C
27362;icecat_27362;0;numerical;"Disco ball number of colours";;
11843;icecat_11843;0;;"Capacity blender jar";;L
2762;icecat_2762;0;text;"Wobble frequency";;
13861;icecat_13861;0;;"Jump mode";;
10875;icecat_10875;0;y_n;"Pillowcase included";;
25876;icecat_25876;0;;"Milk storage cup material";;
16992;icecat_16992;0;dropdown;"Strap colour";;
18642;icecat_18642;0;;"Adjustable dimmer";;
27148;icecat_27148;0;numerical;"Sealing clip length";;mm
20659;icecat_20659;0;y_n;"Full transposition";;
23810;icecat_23810;0;numerical;"Number of sleeping mats";;
22470;icecat_22470;0;y_n;"Weatherproof tape";;
23666;icecat_23666;0;y_n;"Cable restraint";;
18191;icecat_18191;0;y_n;"BNC video output";;
19534;icecat_19534;0;;"Reel material";;
19738;icecat_19738;0;y_n;"Daisy chain";;
11148;icecat_11148;0;text;"Machine head material";;
9276;icecat_9276;0;dropdown;"Fully automatic";;
11556;icecat_11556;0;numerical;"Bulb 2 lifetime";;h
25378;icecat_25378;0;;"Maximum resolution (WiDi)";;
23826;icecat_23826;0;multi_dropdown;"Measured parameters";;
8277;icecat_8277;0;text;"Crest factor";;
26516;icecat_26516;0;numerical;"Ethernet LAN connectors";;
16882;icecat_16882;0;y_n;"Touch control";;
10463;icecat_10463;0;y_n;"Quality sound through car speakers";"Receive navigation instructions via the speakers of your car stereo.";
19098;icecat_19098;0;y_n;"Sharpener included";;
17653;icecat_17653;0;;"Volume muting and control";;
6199;icecat_6199;0;text;"View depth";;
27610;icecat_27610;0;y_n;"Quick blade changing";;
26279;icecat_26279;0;numerical;"Number of cooking zones with boost function";;
31042;icecat_31042;0;numerical;"DC current (max)";;A
14333;icecat_14333;0;;"Still image size(18M, 4896 x 3672)";;
31362;icecat_31362;0;y_n;Hygienic;;
21249;icecat_21249;0;dropdown;"Outer lens material";;
8524;icecat_8524;0;numerical;"Waist size";;mm
451;icecat_451;0;numerical;"Print margin top (A4)";;mm
16811;icecat_16811;0;multi_dropdown;"Sanding surfaces";"The surfaces on which this device can be used or placed.";
9197;icecat_9197;0;y_n;"Speed controlled volume";;
18165;icecat_18165;0;numerical;"s-Lock sample clock jitter rejection";;dB
2821;icecat_2821;0;y_n;"CPU fan connector";;
3827;icecat_3827;0;y_n;"MIDI out";;
14090;icecat_14090;0;;"Maximum recording time MP3 (320Kbit/s)";;
11036;icecat_11036;0;numerical;"Effective tray surface area";;cm²
16110;icecat_16110;0;numerical;"Battery life (tablet mode)";;h
12807;icecat_12807;0;;"Clock/alarm backup";;
22889;icecat_22889;0;y_n;"Adjustable keyboard tray depth";;
27191;icecat_27191;0;dropdown;"Beam direction";;
672;icecat_672;0;text;"Memory slots";"Number and type of memory expansion slots, including connector and memory module descriptions.";
25425;icecat_25425;0;dropdown;"Table football bar type";;
2390;icecat_2390;0;range;"FM band range";"The frequencies (usually measured in Hertz) which can be picked up in the FM radio range. The usual frequencies are between 87.5 to 108.0 MHz";MHz
15481;icecat_15481;0;;"BlueTouch against back pain";;
25196;icecat_25196;0;numerical;"Calcium content (per serving)";;mg
15706;icecat_15706;0;;"Swivel stand";;
20179;icecat_20179;0;;"Digits colour";;
27830;icecat_27830;0;2d;"Color camera resolution";;pixels
18893;icecat_18893;0;y_n;"Detachable filter holder";;
7657;icecat_7657;0;textarea;Accuracy;;
3523;icecat_3523;0;numerical;"Subwoofer driver diameter (imperial)";;""""
9502;icecat_9502;0;y_n;"Variable resistance";;
20946;icecat_20946;0;y_n;"Safety nose";;
30383;icecat_30383;0;y_n;"Interface module IR output port";;
17460;icecat_17460;0;;"Fan material";;
28014;icecat_28014;0;y_n;"Kitchen waste sorters";;
20825;icecat_20825;0;y_n;"Chlorine dispenser";;
12495;icecat_12495;0;;"Transparent soother (0 - 6 months)";;pc(s)
21954;icecat_21954;0;y_n;"Infrared (IR) cut-off filter";;
12920;icecat_12920;0;;"Duplex print speed";;
31474;icecat_31474;0;y_n;"Storage pocket";;
8164;icecat_8164;0;numerical;"Power cable length";;m
9309;icecat_9309;0;dropdown;"Filter type";;
16633;icecat_16633;0;;"Weight with carrying case";;g
17132;icecat_17132;0;;"Microphone capsule";;mm
14434;icecat_14434;0;;"Secure simple pairing";;
17397;icecat_17397;0;;"Endorsement print";;
2589;icecat_2589;0;numerical;"Loudspeaker diameter";;mm
20975;icecat_20975;0;2d;"Planing table dimensions (W x D)";;mm
3953;icecat_3953;0;dropdown;"Hygienic travel cap";;
30799;icecat_30799;0;multi_dropdown;"Noise reduction technology";;
12287;icecat_12287;0;;"Alu-alloy meat mincer processing tube & worm shaft";;
10462;icecat_10462;0;y_n;Anti-theft;"Complete peace of mind with a built-in device.";
17694;icecat_17694;0;;"Conditioning ingredients";;
454;icecat_454;0;multi_dropdown;"Security algorithms";"Security algorithms are used to provide authentication, cipher key generation, integrity and radio link privacy to users on mobile networks. The security algorithms supported are the ones that can be used with this product.";
28282;icecat_28282;0;y_n;"Appetizer bowl";;
8165;icecat_8165;0;y_n;"Mounting kit";;
5806;icecat_5806;0;text;"Camera phone";;
10004;icecat_10004;0;text;"Audio port type";;
7634;icecat_7634;0;y_n;"Auto baud rate sensing";;
12236;icecat_12236;0;;"Spray paint";;
5034;icecat_5034;0;text;"Picture quality";;
11909;icecat_11909;0;;"Spout cup material";;
6134;icecat_6134;0;text;"Skew (transparency)";;
30752;icecat_30752;0;numerical;"Time base accuracy";;ppm
29314;icecat_29314;0;numerical;"Audio output power";;mW
29934;icecat_29934;0;numerical;"Number of shelf positions (oven 3)";;
10524;icecat_10524;0;range;"Nominal thermal power";;kW
17301;icecat_17301;0;;"Text colour";;
24207;icecat_24207;0;numerical;"Motor stall torque";;kg/cm
12895;icecat_12895;0;range;"Low pass filter range";;Hz
2612;icecat_2612;0;y_n;"HEPA filtration system";"High-efficiency particulate absorption (HEPA) filters have many applications, including use in medical facilities, automobiles, aircraft, and homes. To qualify as HEPA by US government standards, an air filter must remove (from the air that passes through it) 99.97% of particles that have a size of 0.3 µm or larger.";
4592;icecat_4592;0;y_n;"Steam ready in 8 minutes";;
28668;icecat_28668;0;y_n;"Suitable for absorbent substrates";;
21543;icecat_21543;0;y_n;"Stepless timing adjustment";;
18789;icecat_18789;0;numerical;"Cutting thread (min)";;mm
25603;icecat_25603;0;y_n;"Breastfeeding function";;
24971;icecat_24971;0;numerical;"Number of watering per day";;
19708;icecat_19708;0;numerical;"Toothpaste volume";;ml
9080;icecat_9080;0;numerical;"Mounting depth";"The distance between where the back of the device is mounted to (usually the wall) and the front of the device.";mm
1737;icecat_1737;0;text;Timer;"Automatic mechanism for activating or dectivating a device at a preset time.";
3708;icecat_3708;0;y_n;Sports;;
28317;icecat_28317;0;y_n;"File storage box/organizer";;
30261;icecat_30261;0;y_n;"Owner identification";;
1487;icecat_1487;0;text;"Rack option description";;
19971;icecat_19971;0;dropdown;"Light colour type";;
13471;icecat_13471;0;;"VPS/PDC support";;
18347;icecat_18347;0;y_n;"Adjustable tilling width";;
10711;icecat_10711;0;numerical;Reference;;h
10742;icecat_10742;0;y_n;"Autonomy mode";"This is a mode in which the device is operating on its own, without power connection.";
2182;icecat_2182;0;y_n;Chat;;
11283;icecat_11283;0;numerical;"Number of slots (min)";;
18257;icecat_18257;0;numerical;"Battery capacity (max)";;Ah
23741;icecat_23741;0;;"DVBS dynamic channel scan";;
1986;icecat_1986;0;text;"Display video input type connector";"Physical description of the video input socket type";
31344;icecat_31344;0;numerical;"Number of measuring scales";;
10701;icecat_10701;0;numerical;"RCCB 3 (30mA)";;A
12355;icecat_12355;0;;"Magic cup (200 ml / 7 oz)";;pc(s)
4770;icecat_4770;0;text;"Operating distance";;
12154;icecat_12154;0;y_n;"Calc indicator";;
31062;icecat_31062;0;y_n;"Live circuit indicator";;
26860;icecat_26860;0;y_n;"Fruit ice making";;
8719;icecat_8719;0;numerical;"Output level";;mV
1270;icecat_1270;0;text;"PDA connection port";;
967;icecat_967;0;text;"Graphic adapter reduce TV out flicker";;
21202;icecat_21202;0;y_n;"Air tube included";;
26378;icecat_26378;0;dropdown;Rollover;;
30539;icecat_30539;0;y_n;"Pet harness included";;
10180;icecat_10180;0;numerical;"Peak excursion (Xmax)";;mm
28113;icecat_28113;0;y_n;"Easy to hold";;
21318;icecat_21318;0;multi_dropdown;"Top radiator fan sizes supported";;mm
25574;icecat_25574;0;y_n;"Coloring by numbers";;
5433;icecat_5433;0;y_n;"2D Contour Tracking System™";;
14001;icecat_14001;0;y_n;"Illumination LED";;
16743;icecat_16743;0;dropdown;"Legs colour";"The colour of the legs of the table, bed etc.";
30766;icecat_30766;0;numerical;"Laser wave power (blue)";;mW
24326;icecat_24326;0;;"Projection lens (zoom/focus)";;
25791;icecat_25791;0;y_n;"Virtual Reality (VR) ready";;
24187;icecat_24187;0;y_n;"Detachable toy bar";;
18292;icecat_18292;0;;"Gum Care modes";;
12840;icecat_12840;0;;"Hair primer";;
6574;icecat_6574;0;text;"Guarantee logo";;
3847;icecat_3847;0;y_n;"Roll paper";;
11757;icecat_11757;0;;"Package dimensions (LxWxH)";;mm
18412;icecat_18412;0;;Protection;;
25757;icecat_25757;0;;"XL chopper capacity";;ml
31084;icecat_31084;0;numerical;"Handlebar height (min)";;mm
61;icecat_61;0;2d;"Maximum resolution";"Maximum printing resolution.";DPI
1265;icecat_1265;0;text;"Motherboard USB";;
7206;icecat_7206;0;numerical;"Echo cancellation";;dB
27080;icecat_27080;0;numerical;"Through drying time";;h
25710;icecat_25710;0;numerical;"Minimum lifting height";;mm
17876;icecat_17876;0;y_n;"Magnetic surface";;
619;icecat_619;0;text;"Internal/External JetDirect";;
27602;icecat_27602;0;numerical;"Wireless audio playback time";;h
8499;icecat_8499;0;multi_dropdown;"Speaker placement";"The position of the speaker.";
15183;icecat_15183;0;y_n;"Wrinkle prevent";;
20947;icecat_20947;0;y_n;"Staples included";;
30201;icecat_30201;0;y_n;"Calf protector";;
8537;icecat_8537;0;y_n;"Video upscaling";"Converting video signals from a lower resolution (such as 480p standard definition) to a higher resolution (such as 1080i high definition).";
30988;icecat_30988;0;numerical;"Tail diameter";;mm
5626;icecat_5626;0;numerical;"Length outer carton (imperial)";;""""
21816;icecat_21816;0;numerical;"Power consumption (transmitter) (max)";;mA
19323;icecat_19323;0;y_n;"USB pass-through";;
14687;icecat_14687;0;;"Sony G lens compatible";;
3565;icecat_3565;0;y_n;"S/PDIF in port";"S/PDIF (Sony/Philips Digital Interconnect Format) is a digital audio interconnect used in consumer audio equipment over relatively short distances. The signal is transmitted over either a coaxial cable with RCA connectors or a fibre optic cable with TOSLINK connectors.";
15539;icecat_15539;0;;"Multimedia Home Platform (MHP)";;
27686;icecat_27686;0;y_n;"Spark plug socket";;
17041;icecat_17041;0;numerical;"Number of trolleys";;pc(s)
24481;icecat_24481;0;y_n;Stretchable;;
2038;icecat_2038;0;text;"Print cartridge volume (metric)";;
21022;icecat_21022;0;y_n;"Tracking function";;
19636;icecat_19636;0;;"Plug 5 dimensions";;mm
1461;icecat_1461;0;text;"Ethernet specifications";;
28756;icecat_28756;0;y_n;"Letters learning";;
24423;icecat_24423;0;;"Operating temperature";;
11392;icecat_11392;0;y_n;"Floating head";"A floating head is the component of a shaving or epilating system which 'floats' and allows remove hair more carefully.";
10834;icecat_10834;0;text;"Fan connector";;
7977;icecat_7977;0;y_n;"Thin client installed";"The product includes a thin client, which is a computer or a computer program which depends heavily on some other computer (its server) to fulfill its computational roles. This is different from the traditional fat client, which is a computer designed to take on these roles by itself. The specific roles assumed by the server may vary, from providing data persistence (for example, for diskless nodes) to actual information processing on the client's behalf.";
16367;icecat_16367;0;numerical;"Hob cable length";;m
13326;icecat_13326;0;;"EAN F-box (Brasil)";;
19857;icecat_19857;0;;"Switching temperature";;°C
22426;icecat_22426;0;y_n;"Foam liner";;
7371;icecat_7371;0;text;Durability;;
26638;icecat_26638;0;multi_dropdown;"Compatible sockets";;
29240;icecat_29240;0;2d;"Woofer size (W x H)";;mm
18133;icecat_18133;0;numerical;"Produced capacity";;kg
7851;icecat_7851;0;numerical;"Route memory";;GB
9135;icecat_9135;0;y_n;"Massage sponges";;
26644;icecat_26644;0;numerical;"L-pyrrolysine content (per serving)";;mg
21687;icecat_21687;0;multi_dropdown;"Glasses temples colour";;
20661;icecat_20661;0;range;"Tune adjustment range";;cent(s)
9044;icecat_9044;0;multi_dropdown;"Camera brands compatibility";"The brands of camera that can be used with this product.";
14708;icecat_14708;0;multi_dropdown;"Whisk colour";;
30531;icecat_30531;0;numerical;"Inner muzzle circumference";;mm
22392;icecat_22392;0;y_n;"Share folder access right management";;
13008;icecat_13008;0;;"Price range";;
